folder,label,0-1,1-2,2-3,dropped_count
129601n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
129601n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 1, 'text': ['The phrase ""took forever"" does not specify the exact length of time, only that it felt very long.']}",1
129601n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
121360c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
121360c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
121360c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
68946c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
68946c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
68946c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
21340n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
21340n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
21340n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
45443c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
45443c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
45443c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
73260n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
73260n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
73260n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
129185n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
129185n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
129185n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
121422c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
121422c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
121422c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
46820e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
46820e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
46820e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
98944c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
98944c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
98944c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
34176n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
34176n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
34176n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
48300c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
48300c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
48300c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
72870c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
72870c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
72870c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
99791n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
99791n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
99791n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
111693e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
111693e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
111693e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
130928n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
130928n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
130928n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
120955n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
120955n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
120955n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
50480n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
50480n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
50480n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
21297n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
21297n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
21297n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
124853e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
124853e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
124853e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
43094c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
43094c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
43094c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
11362e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
11362e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
11362e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
123027n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
123027n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
123027n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
102857n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
102857n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
102857n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
127410n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
127410n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
127410n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
132019n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
132019n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
132019n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
19921n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
19921n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
19921n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
70711c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
70711c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
70711c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
117892n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
117892n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
117892n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
42983e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
42983e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
42983e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
53619c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
53619c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
53619c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
85279n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
85279n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
85279n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
115247c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
115247c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
115247c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
97011c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
97011c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
97011c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
127073c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
127073c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
127073c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
97926n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
97926n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
97926n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
131623c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
131623c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
131623c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
26142n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
26142n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
26142n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
121910c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
121910c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
121910c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
105911c,E,"{'num': 0, 'text': []}","{'num': 1, 'text': ['Continuous interaction with parents is beneficial for cognitive growth.']}","{'num': 0, 'text': []}",1
105911c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
105911c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
93236c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
93236c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
93236c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
49237c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
49237c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
49237c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
130680e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
130680e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
130680e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
11534n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
11534n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
11534n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
45957e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
45957e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
45957e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
46198n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
46198n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
46198n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
86429n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
86429n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
86429n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
134217e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
134217e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
134217e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
44747n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
44747n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
44747n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
96583n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
96583n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
96583n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
17753n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
17753n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
17753n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
32754e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
32754e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
32754e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
108027n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
108027n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
108027n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
88050c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
88050c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
88050c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
136752n,E,"{'num': 0, 'text': []}","{'num': 1, 'text': ['To prevent overlap with existing questions in the reference material']}","{'num': 0, 'text': []}",1
136752n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
136752n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
30380c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
30380c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
30380c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
95883e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
95883e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
95883e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
3545n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
3545n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
3545n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
23901e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
23901e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
23901e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
72740c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
72740c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
72740c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
12601n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
12601n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
12601n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
14388e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
14388e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
14388e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
51353e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
51353e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
51353e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
48223n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
48223n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
48223n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
133274n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
133274n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
133274n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
107399c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
107399c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
107399c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
117177n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
117177n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
117177n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
23280e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
23280e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
23280e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
22436n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
22436n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
22436n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
124590c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
124590c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
124590c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
8257n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
8257n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
8257n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
82174e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
82174e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
82174e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
65130n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
65130n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
65130n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
33822n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
33822n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
33822n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
7449e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
7449e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
7449e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
103364n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
103364n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
103364n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
144753c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
144753c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
144753c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
74377e,E,"{'num': 0, 'text': []}","{'num': 1, 'text': ['Aesthetic preference for non-chemical growth solutions']}","{'num': 0, 'text': []}",1
74377e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
74377e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
91106n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
91106n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 1, 'text': ['The context focuses on ""current"" overpayments, implying recent or ongoing issues, whereas the statement suggests a broader historical context including past overpayments to insurers.']}",1
91106n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
88605n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
88605n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
88605n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
55572n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
55572n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
55572n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
73444n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
73444n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
73444n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
141321n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
141321n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
141321n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
15537n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
15537n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
15537n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
65199n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
65199n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
65199n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
2262n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
2262n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
2262n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
16086n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
16086n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
16086n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
125021c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
125021c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
125021c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
11601n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
11601n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
11601n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
27022c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
27022c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
27022c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
132539e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
